Sku,Date,ShippedQty
10,2013-01-01,378
10,2013-01-02,397
10,2013-01-03,388
10,2013-01-04,462
10,2013-01-05,449
10,2013-01-06,530
10,2013-01-07,334
10,2013-01-08,369
10,2013-01-09,403
10,2013-01-10,411
10,2013-01-11,428
10,2013-01-12,480
10,2013-01-13,480
10,2013-01-14,315
10,2013-01-15,348
10,2013-01-16,412
10,2013-01-17,398
10,2013-01-18,431
10,2013-01-19,467
10,2013-01-20,466
10,2013-01-21,337
10,2013-01-22,387
10,2013-01-23,414
10,2013-01-24,395
10,2013-01-25,446
10,2013-01-26,474
10,2013-01-27,502
10,2013-01-28,308
10,2013-01-29,396
10,2013-01-30,362
10,2013-01-31,400
10,2013-02-01,482
10,2013-02-02,484
10,2013-02-03,543
10,2013-02-04,349
10,2013-02-05,431
10,2013-02-06,428
10,2013-02-07,450
10,2013-02-08,498
10,2013-02-09,502
10,2013-02-10,564
10,2013-02-11,353
10,2013-02-12,420
10,2013-02-13,433
10,2013-02-14,452
10,2013-02-15,492
10,2013-02-16,517
10,2013-02-17,543
10,2013-02-18,338
10,2013-02-19,449
10,2013-02-20,416
10,2013-02-21,458
10,2013-02-22,460
10,2013-02-23,484
10,2013-02-24,533
10,2013-02-25,377
10,2013-02-26,413
10,2013-02-27,389
10,2013-02-28,474
10,2013-03-01,632
10,2013-03-02,583
10,2013-03-03,649
10,2013-03-04,448
10,2013-03-05,548
10,2013-03-06,484
10,2013-03-07,568
10,2013-03-08,602
10,2013-03-09,660
10,2013-03-10,660
10,2013-03-11,434
10,2013-03-12,473
10,2013-03-13,502
10,2013-03-14,524
10,2013-03-15,571
10,2013-03-16,606
10,2013-03-17,658
10,2013-03-18,434
10,2013-03-19,532
10,2013-03-20,511
10,2013-03-21,517
10,2013-03-22,555
10,2013-03-23,632
10,2013-03-24,673
10,2013-03-25,449
10,2013-03-26,497
10,2013-03-27,500
10,2013-03-28,584
10,2013-03-29,555
10,2013-03-30,635
10,2013-03-31,654
10,2013-04-01,488
10,2013-04-02,617
10,2013-04-03,628
10,2013-04-04,618
10,2013-04-05,668
10,2013-04-06,716
10,2013-04-07,766
10,2013-04-08,488
10,2013-04-09,575
10,2013-04-10,554
10,2013-04-11,679
10,2013-04-12,674
10,2013-04-13,698
10,2013-04-14,779
10,2013-04-15,498
10,2013-04-16,605
10,2013-04-17,604
10,2013-04-18,598
10,2013-04-19,676
10,2013-04-20,703
10,2013-04-21,803
10,2013-04-22,493
10,2013-04-23,605
10,2013-04-24,629
10,2013-04-25,609
10,2013-04-26,711
10,2013-04-27,724
10,2013-04-28,755
10,2013-04-29,516
10,2013-04-30,643
10,2013-05-01,628
10,2013-05-02,647
10,2013-05-03,753
10,2013-05-04,731
10,2013-05-05,762
10,2013-05-06,537
10,2013-05-07,604
10,2013-05-08,619
10,2013-05-09,686
10,2013-05-10,688
10,2013-05-11,776
10,2013-05-12,773
10,2013-05-13,529
10,2013-05-14,642
10,2013-05-15,601
10,2013-05-16,660
10,2013-05-17,715
10,2013-05-18,793
10,2013-05-19,812
10,2013-05-20,564
10,2013-05-21,640
10,2013-05-22,643
10,2013-05-23,689
10,2013-05-24,795
10,2013-05-25,791
10,2013-05-26,815
10,2013-05-27,552
10,2013-05-28,653
10,2013-05-29,657
10,2013-05-30,658
10,2013-05-31,731
10,2013-06-01,812
10,2013-06-02,874
10,2013-06-03,583
10,2013-06-04,662
10,2013-06-05,672
10,2013-06-06,724
10,2013-06-07,787
10,2013-06-08,832
10,2013-06-09,830
10,2013-06-10,597
10,2013-06-11,696
10,2013-06-12,658
10,2013-06-13,761
10,2013-06-14,793
10,2013-06-15,841
10,2013-06-16,903
10,2013-06-17,557
10,2013-06-18,713
10,2013-06-19,687
10,2013-06-20,713
10,2013-06-21,778
10,2013-06-22,858
10,2013-06-23,895
10,2013-06-24,582
10,2013-06-25,696
10,2013-06-26,742
10,2013-06-27,718
10,2013-06-28,767
10,2013-06-29,783
10,2013-06-30,854
10,2013-07-01,601
10,2013-07-02,678
10,2013-07-03,759
10,2013-07-04,761
10,2013-07-05,840
10,2013-07-06,898
10,2013-07-07,959
10,2013-07-08,623
