Sku,Date,ShippedQty
2,2013-01-01,327
2,2013-01-02,279
2,2013-01-03,304
2,2013-01-04,359
2,2013-01-05,377
2,2013-01-06,421
2,2013-01-07,253
2,2013-01-08,311
2,2013-01-09,298
2,2013-01-10,335
2,2013-01-11,360
2,2013-01-12,397
2,2013-01-13,396
2,2013-01-14,251
2,2013-01-15,323
2,2013-01-16,289
2,2013-01-17,374
2,2013-01-18,390
2,2013-01-19,370
2,2013-01-20,430
2,2013-01-21,235
2,2013-01-22,337
2,2013-01-23,272
2,2013-01-24,344
2,2013-01-25,358
2,2013-01-26,385
2,2013-01-27,398
2,2013-01-28,237
2,2013-01-29,314
2,2013-01-30,311
2,2013-01-31,344
2,2013-02-01,355
2,2013-02-02,427
2,2013-02-03,426
2,2013-02-04,293
2,2013-02-05,355
2,2013-02-06,334
2,2013-02-07,379
2,2013-02-08,399
2,2013-02-09,434
2,2013-02-10,425
2,2013-02-11,285
2,2013-02-12,325
2,2013-02-13,327
2,2013-02-14,398
2,2013-02-15,414
2,2013-02-16,425
2,2013-02-17,457
2,2013-02-18,282
2,2013-02-19,348
2,2013-02-20,339
2,2013-02-21,367
2,2013-02-22,390
2,2013-02-23,418
2,2013-02-24,417
2,2013-02-25,267
2,2013-02-26,347
2,2013-02-27,326
2,2013-02-28,379
2,2013-03-01,458
2,2013-03-02,491
2,2013-03-03,513
2,2013-03-04,362
2,2013-03-05,412
2,2013-03-06,395
2,2013-03-07,473
2,2013-03-08,463
2,2013-03-09,471
2,2013-03-10,529
2,2013-03-11,342
2,2013-03-12,402
2,2013-03-13,433
2,2013-03-14,440
2,2013-03-15,499
2,2013-03-16,533
2,2013-03-17,519
2,2013-03-18,385
2,2013-03-19,434
2,2013-03-20,383
2,2013-03-21,484
2,2013-03-22,427
2,2013-03-23,486
2,2013-03-24,520
2,2013-03-25,337
2,2013-03-26,404
2,2013-03-27,406
2,2013-03-28,429
2,2013-03-29,454
2,2013-03-30,505
2,2013-03-31,544
2,2013-04-01,401
2,2013-04-02,472
2,2013-04-03,500
2,2013-04-04,494
2,2013-04-05,528
2,2013-04-06,547
2,2013-04-07,638
2,2013-04-08,417
2,2013-04-09,450
2,2013-04-10,482
2,2013-04-11,474
2,2013-04-12,534
2,2013-04-13,567
2,2013-04-14,596
2,2013-04-15,434
2,2013-04-16,442
2,2013-04-17,478
2,2013-04-18,453
2,2013-04-19,545
2,2013-04-20,548
2,2013-04-21,600
2,2013-04-22,366
2,2013-04-23,440
2,2013-04-24,471
2,2013-04-25,460
2,2013-04-26,552
2,2013-04-27,531
2,2013-04-28,625
2,2013-04-29,401
2,2013-04-30,492
2,2013-05-01,506
2,2013-05-02,575
2,2013-05-03,550
2,2013-05-04,644
2,2013-05-05,651
2,2013-05-06,398
2,2013-05-07,522
2,2013-05-08,508
2,2013-05-09,547
2,2013-05-10,571
2,2013-05-11,654
2,2013-05-12,623
2,2013-05-13,481
2,2013-05-14,518
2,2013-05-15,522
2,2013-05-16,546
2,2013-05-17,615
2,2013-05-18,590
2,2013-05-19,692
2,2013-05-20,423
2,2013-05-21,525
2,2013-05-22,514
2,2013-05-23,539
2,2013-05-24,536
2,2013-05-25,627
2,2013-05-26,651
2,2013-05-27,475
2,2013-05-28,545
2,2013-05-29,510
2,2013-05-30,550
2,2013-05-31,571
2,2013-06-01,645
2,2013-06-02,686
2,2013-06-03,455
2,2013-06-04,565
2,2013-06-05,554
2,2013-06-06,538
2,2013-06-07,631
2,2013-06-08,665
2,2013-06-09,739
2,2013-06-10,446
2,2013-06-11,550
2,2013-06-12,532
2,2013-06-13,593
2,2013-06-14,598
2,2013-06-15,659
2,2013-06-16,689
2,2013-06-17,522
2,2013-06-18,508
2,2013-06-19,522
2,2013-06-20,576
2,2013-06-21,597
2,2013-06-22,643
2,2013-06-23,710
2,2013-06-24,497
2,2013-06-25,528
2,2013-06-26,560
2,2013-06-27,616
2,2013-06-28,626
2,2013-06-29,649
2,2013-06-30,686
2,2013-07-01,525
2,2013-07-02,561
2,2013-07-03,608
2,2013-07-04,614
2,2013-07-05,689
2,2013-07-06,712
2,2013-07-07,710
2,2013-07-08,457
2,2013-07-09,576
2,2013-07-10,595
2,2013-07-11,615
2,2013-07-12,654
2,2013-07-13,683
2,2013-07-14,720
2,2013-07-15,551
2,2013-07-16,580
2,2013-07-17,562
2,2013-07-18,634
2,2013-07-19,643
2,2013-07-20,706
2,2013-07-21,739
2,2013-07-22,490
2,2013-07-23,558
2,2013-07-24,582
2,2013-07-25,668
2,2013-07-26,684
2,2013-07-27,697
2,2013-07-28,711
2,2013-07-29,500
2,2013-07-30,561
2,2013-07-31,568
2,2013-08-01,489
2,2013-08-02,595
2,2013-08-03,612
2,2013-08-04,624
2,2013-08-05,445
2,2013-08-06,545
2,2013-08-07,513
2,2013-08-08,581
2,2013-08-09,609
2,2013-08-10,617
2,2013-08-11,628
2,2013-08-12,442
2,2013-08-13,481
2,2013-08-14,515
2,2013-08-15,563
2,2013-08-16,549
2,2013-08-17,642
2,2013-08-18,688
2,2013-08-19,443
2,2013-08-20,493
2,2013-08-21,529
2,2013-08-22,558
2,2013-08-23,582
2,2013-08-24,656
2,2013-08-25,628
2,2013-08-26,428
2,2013-08-27,521
2,2013-08-28,518
2,2013-08-29,506
2,2013-08-30,595
2,2013-08-31,639
2,2013-09-01,609
2,2013-09-02,419
2,2013-09-03,445
2,2013-09-04,441
2,2013-09-05,488
2,2013-09-06,579
2,2013-09-07,581
2,2013-09-08,588
2,2013-09-09,400
2,2013-09-10,431
2,2013-09-11,530
2,2013-09-12,545
2,2013-09-13,530
2,2013-09-14,573
2,2013-09-15,571
2,2013-09-16,432
2,2013-09-17,466
2,2013-09-18,521
2,2013-09-19,504
2,2013-09-20,517
2,2013-09-21,580
2,2013-09-22,664
2,2013-09-23,416
2,2013-09-24,485
2,2013-09-25,457
2,2013-09-26,500
2,2013-09-27,550
2,2013-09-28,538
2,2013-09-29,589
2,2013-09-30,384
2,2013-10-01,452
2,2013-10-02,477
2,2013-10-03,487
2,2013-10-04,490
2,2013-10-05,548
2,2013-10-06,568
2,2013-10-07,401
2,2013-10-08,422
2,2013-10-09,437
2,2013-10-10,511
2,2013-10-11,505
2,2013-10-12,556
2,2013-10-13,529
2,2013-10-14,340
2,2013-10-15,450
2,2013-10-16,420
2,2013-10-17,498
2,2013-10-18,505
2,2013-10-19,542
2,2013-10-20,518
2,2013-10-21,399
2,2013-10-22,441
2,2013-10-23,443
2,2013-10-24,463
2,2013-10-25,494
2,2013-10-26,558
2,2013-10-27,546
2,2013-10-28,372
2,2013-10-29,412
2,2013-10-30,445
2,2013-10-31,472
2,2013-11-01,531
2,2013-11-02,584
2,2013-11-03,639
2,2013-11-04,400
2,2013-11-05,501
2,2013-11-06,451
2,2013-11-07,512
2,2013-11-08,529
2,2013-11-09,588
2,2013-11-10,599
2,2013-11-11,433
2,2013-11-12,477
2,2013-11-13,482
2,2013-11-14,530
2,2013-11-15,570
2,2013-11-16,577
2,2013-11-17,641
2,2013-11-18,426
2,2013-11-19,467
2,2013-11-20,461
2,2013-11-21,523
2,2013-11-22,539
2,2013-11-23,577
2,2013-11-24,639
2,2013-11-25,419
2,2013-11-26,492
2,2013-11-27,474
2,2013-11-28,536
2,2013-11-29,493
2,2013-11-30,597
2,2013-12-01,411
2,2013-12-02,310
2,2013-12-03,326
2,2013-12-04,343
2,2013-12-05,365
2,2013-12-06,382
2,2013-12-07,409
2,2013-12-08,449
2,2013-12-09,288
2,2013-12-10,367
2,2013-12-11,297
2,2013-12-12,347
2,2013-12-13,424
2,2013-12-14,420
2,2013-12-15,421
2,2013-12-16,301
2,2013-12-17,331
2,2013-12-18,350
2,2013-12-19,368
2,2013-12-20,360
2,2013-12-21,434
2,2013-12-22,438
2,2013-12-23,312
2,2013-12-24,313
2,2013-12-25,375
2,2013-12-26,389
2,2013-12-27,401
2,2013-12-28,413
2,2013-12-29,427
2,2013-12-30,310
2,2013-12-31,355
2,2014-01-01,373
2,2014-01-02,429
2,2014-01-03,424
2,2014-01-04,424
2,2014-01-05,451
2,2014-01-06,314
2,2014-01-07,409
2,2014-01-08,356
2,2014-01-09,387
2,2014-01-10,377
2,2014-01-11,378
2,2014-01-12,436
2,2014-01-13,293
2,2014-01-14,330
2,2014-01-15,356
2,2014-01-16,354
2,2014-01-17,389
2,2014-01-18,441
2,2014-01-19,488
2,2014-01-20,289
2,2014-01-21,349
2,2014-01-22,358
2,2014-01-23,385
2,2014-01-24,414
2,2014-01-25,396
2,2014-01-26,475
2,2014-01-27,277
2,2014-01-28,381
2,2014-01-29,385
2,2014-01-30,404
2,2014-01-31,388
2,2014-02-01,486
2,2014-02-02,545
2,2014-02-03,351
2,2014-02-04,410
2,2014-02-05,404
2,2014-02-06,436
2,2014-02-07,424
2,2014-02-08,515
2,2014-02-09,480
2,2014-02-10,381
2,2014-02-11,371
2,2014-02-12,406
2,2014-02-13,431
2,2014-02-14,464
2,2014-02-15,486
2,2014-02-16,519
2,2014-02-17,359
2,2014-02-18,413
2,2014-02-19,368
2,2014-02-20,445
2,2014-02-21,434
2,2014-02-22,459
2,2014-02-23,488
2,2014-02-24,306
2,2014-02-25,386
2,2014-02-26,415
2,2014-02-27,439
2,2014-02-28,454
2,2014-03-01,524
2,2014-03-02,624
2,2014-03-03,450
2,2014-03-04,501
2,2014-03-05,482
2,2014-03-06,524
2,2014-03-07,544
2,2014-03-08,578
2,2014-03-09,605
2,2014-03-10,411
2,2014-03-11,452
2,2014-03-12,475
2,2014-03-13,514
2,2014-03-14,558
2,2014-03-15,611
2,2014-03-16,570
2,2014-03-17,366
2,2014-03-18,466
2,2014-03-19,502
2,2014-03-20,508
2,2014-03-21,576
2,2014-03-22,562
2,2014-03-23,566
2,2014-03-24,401
2,2014-03-25,476
2,2014-03-26,509
2,2014-03-27,490
2,2014-03-28,522
2,2014-03-29,542
2,2014-03-30,635
2,2014-03-31,383
2,2014-04-01,548
2,2014-04-02,547
2,2014-04-03,596
2,2014-04-04,573
2,2014-04-05,646
2,2014-04-06,724
2,2014-04-07,444
2,2014-04-08,553
2,2014-04-09,519
2,2014-04-10,598
2,2014-04-11,616
2,2014-04-12,739
2,2014-04-13,735
2,2014-04-14,444
2,2014-04-15,535
2,2014-04-16,539
2,2014-04-17,593
2,2014-04-18,611
2,2014-04-19,721
2,2014-04-20,752
2,2014-04-21,448
2,2014-04-22,595
2,2014-04-23,577
2,2014-04-24,589
2,2014-04-25,619
2,2014-04-26,683
2,2014-04-27,646
2,2014-04-28,450
2,2014-04-29,558
2,2014-04-30,567
2,2014-05-01,613
2,2014-05-02,693
2,2014-05-03,681
2,2014-05-04,763
2,2014-05-05,514
2,2014-05-06,638
2,2014-05-07,576
2,2014-05-08,663
2,2014-05-09,697
2,2014-05-10,670
2,2014-05-11,795
2,2014-05-12,475
2,2014-05-13,608
2,2014-05-14,538
2,2014-05-15,623
2,2014-05-16,639
2,2014-05-17,700
2,2014-05-18,763
2,2014-05-19,506
2,2014-05-20,589
2,2014-05-21,618
2,2014-05-22,619
2,2014-05-23,648
2,2014-05-24,694
2,2014-05-25,716
2,2014-05-26,448
2,2014-05-27,591
2,2014-05-28,617
2,2014-05-29,609
2,2014-05-30,674
2,2014-05-31,762
2,2014-06-01,826
2,2014-06-02,546
2,2014-06-03,636
2,2014-06-04,609
2,2014-06-05,646
2,2014-06-06,736
2,2014-06-07,725
2,2014-06-08,843
2,2014-06-09,551
2,2014-06-10,614
2,2014-06-11,641
2,2014-06-12,675
2,2014-06-13,736
2,2014-06-14,737
2,2014-06-15,759
2,2014-06-16,506
2,2014-06-17,623
2,2014-06-18,642
2,2014-06-19,653
2,2014-06-20,697
2,2014-06-21,790
2,2014-06-22,771
2,2014-06-23,548
2,2014-06-24,641
2,2014-06-25,609
2,2014-06-26,664
2,2014-06-27,744
2,2014-06-28,744
2,2014-06-29,819
2,2014-06-30,511
2,2014-07-01,690
2,2014-07-02,612
2,2014-07-03,705
2,2014-07-04,755
2,2014-07-05,800
2,2014-07-06,870
2,2014-07-07,585
2,2014-07-08,635
2,2014-07-09,678
2,2014-07-10,676
