Sku,Date,ShippedQty
11,2013-01-01,369
11,2013-01-02,396
11,2013-01-03,398
11,2013-01-04,460
11,2013-01-05,417
11,2013-01-06,488
11,2013-01-07,318
11,2013-01-08,361
11,2013-01-09,372
11,2013-01-10,389
11,2013-01-11,395
11,2013-01-12,433
11,2013-01-13,479
11,2013-01-14,324
11,2013-01-15,349
11,2013-01-16,349
11,2013-01-17,380
11,2013-01-18,432
11,2013-01-19,435
11,2013-01-20,480
11,2013-01-21,318
11,2013-01-22,355
11,2013-01-23,389
11,2013-01-24,368
11,2013-01-25,425
11,2013-01-26,448
11,2013-01-27,510
11,2013-01-28,322
11,2013-01-29,374
11,2013-01-30,353
11,2013-01-31,384
11,2013-02-01,483
11,2013-02-02,482
11,2013-02-03,488
11,2013-02-04,337
11,2013-02-05,408
11,2013-02-06,416
11,2013-02-07,399
11,2013-02-08,469
11,2013-02-09,482
11,2013-02-10,554
11,2013-02-11,331
11,2013-02-12,418
11,2013-02-13,424
11,2013-02-14,426
11,2013-02-15,431
11,2013-02-16,493
11,2013-02-17,569
11,2013-02-18,370
11,2013-02-19,405
11,2013-02-20,374
11,2013-02-21,436
11,2013-02-22,462
11,2013-02-23,516
11,2013-02-24,562
11,2013-02-25,348
11,2013-02-26,410
11,2013-02-27,425
11,2013-02-28,431
11,2013-03-01,557
11,2013-03-02,602
11,2013-03-03,656
11,2013-03-04,441
11,2013-03-05,487
11,2013-03-06,455
11,2013-03-07,515
11,2013-03-08,525
11,2013-03-09,601
11,2013-03-10,651
11,2013-03-11,398
11,2013-03-12,472
11,2013-03-13,499
11,2013-03-14,511
11,2013-03-15,517
11,2013-03-16,580
11,2013-03-17,560
11,2013-03-18,404
11,2013-03-19,503
11,2013-03-20,443
11,2013-03-21,506
11,2013-03-22,561
11,2013-03-23,600
11,2013-03-24,621
11,2013-03-25,414
11,2013-03-26,489
11,2013-03-27,461
11,2013-03-28,525
11,2013-03-29,538
11,2013-03-30,559
11,2013-03-31,621
11,2013-04-01,473
11,2013-04-02,549
11,2013-04-03,552
11,2013-04-04,611
11,2013-04-05,648
11,2013-04-06,722
11,2013-04-07,742
11,2013-04-08,471
11,2013-04-09,576
11,2013-04-10,590
11,2013-04-11,594
11,2013-04-12,665
11,2013-04-13,730
11,2013-04-14,777
11,2013-04-15,486
11,2013-04-16,586
11,2013-04-17,586
11,2013-04-18,634
11,2013-04-19,662
11,2013-04-20,683
11,2013-04-21,736
11,2013-04-22,514
11,2013-04-23,550
11,2013-04-24,596
11,2013-04-25,627
11,2013-04-26,628
11,2013-04-27,630
11,2013-04-28,746
11,2013-04-29,466
11,2013-04-30,599
11,2013-05-01,625
11,2013-05-02,657
11,2013-05-03,690
11,2013-05-04,695
11,2013-05-05,800
11,2013-05-06,520
11,2013-05-07,574
11,2013-05-08,652
11,2013-05-09,641
11,2013-05-10,692
11,2013-05-11,739
11,2013-05-12,829
11,2013-05-13,550
11,2013-05-14,571
11,2013-05-15,601
11,2013-05-16,615
11,2013-05-17,725
11,2013-05-18,752
11,2013-05-19,823
11,2013-05-20,497
11,2013-05-21,568
11,2013-05-22,623
11,2013-05-23,665
11,2013-05-24,728
11,2013-05-25,739
11,2013-05-26,803
11,2013-05-27,513
11,2013-05-28,590
11,2013-05-29,628
11,2013-05-30,619
11,2013-05-31,687
11,2013-06-01,751
11,2013-06-02,834
11,2013-06-03,530
11,2013-06-04,679
11,2013-06-05,663
11,2013-06-06,753
11,2013-06-07,740
11,2013-06-08,779
11,2013-06-09,835
11,2013-06-10,514
11,2013-06-11,687
11,2013-06-12,676
11,2013-06-13,737
11,2013-06-14,707
11,2013-06-15,762
11,2013-06-16,808
11,2013-06-17,544
11,2013-06-18,645
11,2013-06-19,647
11,2013-06-20,699
11,2013-06-21,729
11,2013-06-22,798
11,2013-06-23,837
11,2013-06-24,578
11,2013-06-25,637
11,2013-06-26,651
11,2013-06-27,705
11,2013-06-28,779
11,2013-06-29,804
11,2013-06-30,816
11,2013-07-01,578
11,2013-07-02,682
11,2013-07-03,689
11,2013-07-04,767
11,2013-07-05,794
11,2013-07-06,861
11,2013-07-07,860
11,2013-07-08,575
11,2013-07-09,676
11,2013-07-10,692
11,2013-07-11,776
11,2013-07-12,756
11,2013-07-13,835
11,2013-07-14,840
11,2013-07-15,624
11,2013-07-16,725
11,2013-07-17,665
11,2013-07-18,722
11,2013-07-19,839
11,2013-07-20,820
11,2013-07-21,811
11,2013-07-22,563
11,2013-07-23,678
11,2013-07-24,683
11,2013-07-25,705
11,2013-07-26,799
11,2013-07-27,843
11,2013-07-28,912
11,2013-07-29,602
11,2013-07-30,693
11,2013-07-31,685
11,2013-08-01,564
11,2013-08-02,699
11,2013-08-03,761
11,2013-08-04,769
11,2013-08-05,557
11,2013-08-06,622
11,2013-08-07,619
11,2013-08-08,674
11,2013-08-09,681
11,2013-08-10,767
11,2013-08-11,808
11,2013-08-12,516
11,2013-08-13,555
11,2013-08-14,605
11,2013-08-15,611
11,2013-08-16,694
11,2013-08-17,716
11,2013-08-18,767
11,2013-08-19,519
11,2013-08-20,674
11,2013-08-21,619
11,2013-08-22,622
11,2013-08-23,655
11,2013-08-24,761
11,2013-08-25,739
11,2013-08-26,503
11,2013-08-27,642
11,2013-08-28,621
11,2013-08-29,636
11,2013-08-30,762
11,2013-08-31,721
11,2013-09-01,696
11,2013-09-02,523
11,2013-09-03,561
11,2013-09-04,581
11,2013-09-05,597
11,2013-09-06,661
11,2013-09-07,650
11,2013-09-08,727
11,2013-09-09,510
11,2013-09-10,587
11,2013-09-11,577
11,2013-09-12,660
11,2013-09-13,606
11,2013-09-14,705
11,2013-09-15,723
11,2013-09-16,512
11,2013-09-17,580
11,2013-09-18,573
11,2013-09-19,594
11,2013-09-20,629
11,2013-09-21,686
11,2013-09-22,709
11,2013-09-23,478
11,2013-09-24,586
11,2013-09-25,538
11,2013-09-26,620
11,2013-09-27,642
11,2013-09-28,654
11,2013-09-29,717
11,2013-09-30,481
11,2013-10-01,503
11,2013-10-02,496
11,2013-10-03,570
11,2013-10-04,616
11,2013-10-05,587
11,2013-10-06,687
11,2013-10-07,444
11,2013-10-08,532
11,2013-10-09,494
11,2013-10-10,555
11,2013-10-11,593
11,2013-10-12,626
11,2013-10-13,710
11,2013-10-14,449
11,2013-10-15,506
11,2013-10-16,515
11,2013-10-17,591
11,2013-10-18,644
11,2013-10-19,642
11,2013-10-20,672
11,2013-10-21,456
11,2013-10-22,528
11,2013-10-23,511
11,2013-10-24,548
11,2013-10-25,590
11,2013-10-26,647
11,2013-10-27,692
11,2013-10-28,407
11,2013-10-29,537
11,2013-10-30,541
11,2013-10-31,568
11,2013-11-01,659
11,2013-11-02,696
11,2013-11-03,722
11,2013-11-04,494
11,2013-11-05,536
11,2013-11-06,560
11,2013-11-07,633
11,2013-11-08,647
11,2013-11-09,651
11,2013-11-10,726
11,2013-11-11,466
11,2013-11-12,585
11,2013-11-13,581
11,2013-11-14,610
11,2013-11-15,674
11,2013-11-16,695
11,2013-11-17,688
11,2013-11-18,458
11,2013-11-19,553
11,2013-11-20,567
11,2013-11-21,636
11,2013-11-22,706
11,2013-11-23,708
11,2013-11-24,685
11,2013-11-25,505
11,2013-11-26,544
11,2013-11-27,558
11,2013-11-28,582
11,2013-11-29,647
11,2013-11-30,663
11,2013-12-01,545
11,2013-12-02,365
11,2013-12-03,402
11,2013-12-04,432
11,2013-12-05,389
11,2013-12-06,439
11,2013-12-07,485
11,2013-12-08,493
11,2013-12-09,338
11,2013-12-10,399
11,2013-12-11,378
11,2013-12-12,407
11,2013-12-13,442
11,2013-12-14,516
11,2013-12-15,538
11,2013-12-16,349
11,2013-12-17,409
11,2013-12-18,380
11,2013-12-19,419
11,2013-12-20,469
11,2013-12-21,489
11,2013-12-22,538
11,2013-12-23,372
11,2013-12-24,387
11,2013-12-25,445
11,2013-12-26,414
11,2013-12-27,433
11,2013-12-28,520
11,2013-12-29,514
11,2013-12-30,330
11,2013-12-31,423
11,2014-01-01,400
11,2014-01-02,472
11,2014-01-03,502
11,2014-01-04,549
11,2014-01-05,557
11,2014-01-06,346
11,2014-01-07,388
11,2014-01-08,425
11,2014-01-09,442
11,2014-01-10,441
11,2014-01-11,496
11,2014-01-12,504
11,2014-01-13,347
