Sku,Date,ShippedQty
41,2013-01-01,103
41,2013-01-02,132
41,2013-01-03,131
41,2013-01-04,122
41,2013-01-05,142
41,2013-01-06,137
41,2013-01-07,106
41,2013-01-08,130
41,2013-01-09,124
41,2013-01-10,135
41,2013-01-11,125
41,2013-01-12,158
41,2013-01-13,141
41,2013-01-14,88
41,2013-01-15,120
41,2013-01-16,93
41,2013-01-17,125
41,2013-01-18,130
41,2013-01-19,126
41,2013-01-20,157
41,2013-01-21,95
41,2013-01-22,122
41,2013-01-23,118
41,2013-01-24,104
41,2013-01-25,135
41,2013-01-26,135
41,2013-01-27,151
41,2013-01-28,106
41,2013-01-29,127
41,2013-01-30,104
41,2013-01-31,136
41,2013-02-01,147
41,2013-02-02,162
41,2013-02-03,168
41,2013-02-04,87
41,2013-02-05,115
41,2013-02-06,120
41,2013-02-07,143
41,2013-02-08,193
41,2013-02-09,150
41,2013-02-10,148
41,2013-02-11,99
41,2013-02-12,127
41,2013-02-13,141
41,2013-02-14,167
41,2013-02-15,165
41,2013-02-16,170
41,2013-02-17,177
41,2013-02-18,104
41,2013-02-19,144
41,2013-02-20,135
41,2013-02-21,136
41,2013-02-22,154
41,2013-02-23,152
41,2013-02-24,148
41,2013-02-25,99
41,2013-02-26,125
41,2013-02-27,134
41,2013-02-28,127
41,2013-03-01,163
41,2013-03-02,183
41,2013-03-03,179
41,2013-03-04,116
41,2013-03-05,165
41,2013-03-06,134
41,2013-03-07,169
41,2013-03-08,194
41,2013-03-09,174
41,2013-03-10,187
41,2013-03-11,136
41,2013-03-12,142
41,2013-03-13,155
41,2013-03-14,148
41,2013-03-15,183
41,2013-03-16,199
41,2013-03-17,195
41,2013-03-18,134
41,2013-03-19,145
41,2013-03-20,168
41,2013-03-21,149
41,2013-03-22,177
41,2013-03-23,172
41,2013-03-24,221
41,2013-03-25,127
41,2013-03-26,146
41,2013-03-27,149
41,2013-03-28,174
41,2013-03-29,166
41,2013-03-30,173
41,2013-03-31,184
41,2013-04-01,161
41,2013-04-02,173
41,2013-04-03,207
41,2013-04-04,185
41,2013-04-05,216
41,2013-04-06,213
41,2013-04-07,252
41,2013-04-08,138
41,2013-04-09,173
41,2013-04-10,181
41,2013-04-11,187
41,2013-04-12,199
41,2013-04-13,254
41,2013-04-14,238
41,2013-04-15,159
41,2013-04-16,172
41,2013-04-17,184
41,2013-04-18,169
41,2013-04-19,193
41,2013-04-20,212
41,2013-04-21,227
41,2013-04-22,155
41,2013-04-23,181
41,2013-04-24,192
41,2013-04-25,182
41,2013-04-26,226
41,2013-04-27,212
41,2013-04-28,222
41,2013-04-29,156
41,2013-04-30,184
41,2013-05-01,219
41,2013-05-02,209
41,2013-05-03,220
41,2013-05-04,223
41,2013-05-05,249
41,2013-05-06,171
41,2013-05-07,180
41,2013-05-08,191
41,2013-05-09,218
41,2013-05-10,250
41,2013-05-11,210
41,2013-05-12,229
41,2013-05-13,151
41,2013-05-14,174
41,2013-05-15,192
41,2013-05-16,180
41,2013-05-17,228
41,2013-05-18,243
41,2013-05-19,242
41,2013-05-20,180
41,2013-05-21,197
41,2013-05-22,187
41,2013-05-23,189
41,2013-05-24,222
