Sku,Date,ShippedQty
49,2013-01-01,159
49,2013-01-02,159
49,2013-01-03,187
49,2013-01-04,184
49,2013-01-05,179
49,2013-01-06,204
49,2013-01-07,134
49,2013-01-08,146
49,2013-01-09,148
49,2013-01-10,167
49,2013-01-11,176
49,2013-01-12,177
49,2013-01-13,227
49,2013-01-14,142
49,2013-01-15,160
49,2013-01-16,172
49,2013-01-17,146
49,2013-01-18,144
49,2013-01-19,160
49,2013-01-20,194
49,2013-01-21,125
49,2013-01-22,172
49,2013-01-23,150
49,2013-01-24,172
49,2013-01-25,158
49,2013-01-26,182
49,2013-01-27,175
49,2013-01-28,124
49,2013-01-29,142
49,2013-01-30,159
49,2013-01-31,167
49,2013-02-01,198
49,2013-02-02,197
49,2013-02-03,197
49,2013-02-04,144
49,2013-02-05,160
49,2013-02-06,157
49,2013-02-07,174
49,2013-02-08,230
49,2013-02-09,196
49,2013-02-10,232
49,2013-02-11,145
49,2013-02-12,184
49,2013-02-13,156
49,2013-02-14,181
49,2013-02-15,203
49,2013-02-16,217
49,2013-02-17,194
49,2013-02-18,159
49,2013-02-19,167
49,2013-02-20,170
49,2013-02-21,181
49,2013-02-22,197
49,2013-02-23,211
49,2013-02-24,195
49,2013-02-25,148
49,2013-02-26,147
49,2013-02-27,153
49,2013-02-28,169
49,2013-03-01,240
49,2013-03-02,262
49,2013-03-03,225
49,2013-03-04,179
49,2013-03-05,198
49,2013-03-06,217
49,2013-03-07,212
49,2013-03-08,246
49,2013-03-09,255
49,2013-03-10,253
49,2013-03-11,194
49,2013-03-12,234
49,2013-03-13,215
49,2013-03-14,234
49,2013-03-15,230
49,2013-03-16,253
49,2013-03-17,247
49,2013-03-18,148
49,2013-03-19,212
49,2013-03-20,207
49,2013-03-21,204
49,2013-03-22,232
49,2013-03-23,262
49,2013-03-24,243
49,2013-03-25,191
49,2013-03-26,196
49,2013-03-27,204
49,2013-03-28,250
49,2013-03-29,213
49,2013-03-30,240
49,2013-03-31,250
49,2013-04-01,224
49,2013-04-02,249
49,2013-04-03,262
49,2013-04-04,255
49,2013-04-05,261
49,2013-04-06,280
49,2013-04-07,343
49,2013-04-08,202
49,2013-04-09,216
49,2013-04-10,229
49,2013-04-11,266
49,2013-04-12,261
49,2013-04-13,280
49,2013-04-14,284
49,2013-04-15,228
49,2013-04-16,269
49,2013-04-17,230
49,2013-04-18,280
49,2013-04-19,265
49,2013-04-20,263
49,2013-04-21,313
49,2013-04-22,176
49,2013-04-23,258
49,2013-04-24,228
49,2013-04-25,230
49,2013-04-26,296
49,2013-04-27,279
49,2013-04-28,323
49,2013-04-29,184
49,2013-04-30,253
49,2013-05-01,258
49,2013-05-02,259
49,2013-05-03,273
49,2013-05-04,331
49,2013-05-05,350
49,2013-05-06,238
49,2013-05-07,281
49,2013-05-08,257
49,2013-05-09,259
49,2013-05-10,288
49,2013-05-11,300
49,2013-05-12,338
49,2013-05-13,207
49,2013-05-14,246
49,2013-05-15,261
49,2013-05-16,255
49,2013-05-17,258
49,2013-05-18,285
49,2013-05-19,316
49,2013-05-20,223
49,2013-05-21,265
49,2013-05-22,245
49,2013-05-23,284
49,2013-05-24,270
49,2013-05-25,335
49,2013-05-26,339
49,2013-05-27,206
49,2013-05-28,238
49,2013-05-29,220
49,2013-05-30,289
49,2013-05-31,293
49,2013-06-01,320
49,2013-06-02,367
49,2013-06-03,241
49,2013-06-04,267
49,2013-06-05,284
49,2013-06-06,305
49,2013-06-07,327
49,2013-06-08,370
49,2013-06-09,352
49,2013-06-10,247
49,2013-06-11,252
49,2013-06-12,260
49,2013-06-13,281
49,2013-06-14,320
49,2013-06-15,292
49,2013-06-16,336
49,2013-06-17,240
49,2013-06-18,312
49,2013-06-19,240
49,2013-06-20,304
49,2013-06-21,294
49,2013-06-22,352
49,2013-06-23,348
49,2013-06-24,252
49,2013-06-25,275
49,2013-06-26,279
49,2013-06-27,312
49,2013-06-28,369
49,2013-06-29,348
49,2013-06-30,343
49,2013-07-01,244
49,2013-07-02,291
49,2013-07-03,284
49,2013-07-04,325
49,2013-07-05,352
49,2013-07-06,349
49,2013-07-07,352
49,2013-07-08,211
49,2013-07-09,311
49,2013-07-10,282
49,2013-07-11,286
49,2013-07-12,332
49,2013-07-13,386
49,2013-07-14,359
49,2013-07-15,245
49,2013-07-16,294
49,2013-07-17,290
49,2013-07-18,305
49,2013-07-19,343
49,2013-07-20,327
49,2013-07-21,371
49,2013-07-22,269
49,2013-07-23,247
49,2013-07-24,291
49,2013-07-25,311
49,2013-07-26,338
49,2013-07-27,340
49,2013-07-28,344
49,2013-07-29,235
49,2013-07-30,270
49,2013-07-31,293
49,2013-08-01,288
49,2013-08-02,286
49,2013-08-03,304
49,2013-08-04,317
49,2013-08-05,203
49,2013-08-06,247
49,2013-08-07,280
49,2013-08-08,259
49,2013-08-09,278
49,2013-08-10,308
49,2013-08-11,292
49,2013-08-12,188
49,2013-08-13,259
49,2013-08-14,265
49,2013-08-15,273
49,2013-08-16,284
49,2013-08-17,313
49,2013-08-18,306
49,2013-08-19,222
49,2013-08-20,271
49,2013-08-21,236
49,2013-08-22,256
49,2013-08-23,303
49,2013-08-24,278
49,2013-08-25,307
49,2013-08-26,239
49,2013-08-27,254
49,2013-08-28,259
49,2013-08-29,277
49,2013-08-30,262
49,2013-08-31,343
49,2013-09-01,288
