Sku,Date,ShippedQty
14,2013-01-01,310
14,2013-01-02,363
14,2013-01-03,337
14,2013-01-04,371
14,2013-01-05,366
14,2013-01-06,400
14,2013-01-07,289
14,2013-01-08,277
14,2013-01-09,343
14,2013-01-10,336
14,2013-01-11,365
14,2013-01-12,371
14,2013-01-13,393
14,2013-01-14,277
14,2013-01-15,312
14,2013-01-16,302
14,2013-01-17,341
14,2013-01-18,341
14,2013-01-19,361
14,2013-01-20,403
14,2013-01-21,243
14,2013-01-22,306
14,2013-01-23,303
14,2013-01-24,320
14,2013-01-25,408
14,2013-01-26,359
14,2013-01-27,390
14,2013-01-28,258
14,2013-01-29,283
14,2013-01-30,318
14,2013-01-31,341
14,2013-02-01,399
14,2013-02-02,402
14,2013-02-03,432
14,2013-02-04,283
14,2013-02-05,349
14,2013-02-06,351
14,2013-02-07,357
14,2013-02-08,413
14,2013-02-09,423
14,2013-02-10,445
14,2013-02-11,309
14,2013-02-12,354
14,2013-02-13,316
14,2013-02-14,412
14,2013-02-15,388
14,2013-02-16,397
14,2013-02-17,437
14,2013-02-18,302
14,2013-02-19,328
14,2013-02-20,349
14,2013-02-21,357
14,2013-02-22,409
14,2013-02-23,425
14,2013-02-24,445
14,2013-02-25,308
14,2013-02-26,361
14,2013-02-27,342
14,2013-02-28,334
14,2013-03-01,441
14,2013-03-02,478
14,2013-03-03,494
14,2013-03-04,311
14,2013-03-05,413
14,2013-03-06,397
14,2013-03-07,456
14,2013-03-08,440
14,2013-03-09,479
14,2013-03-10,544
14,2013-03-11,330
14,2013-03-12,385
14,2013-03-13,442
14,2013-03-14,415
14,2013-03-15,457
14,2013-03-16,481
14,2013-03-17,532
14,2013-03-18,366
14,2013-03-19,416
14,2013-03-20,379
14,2013-03-21,448
14,2013-03-22,455
14,2013-03-23,463
14,2013-03-24,553
14,2013-03-25,316
14,2013-03-26,424
14,2013-03-27,437
14,2013-03-28,429
14,2013-03-29,466
14,2013-03-30,511
14,2013-03-31,488
14,2013-04-01,384
14,2013-04-02,493
14,2013-04-03,488
14,2013-04-04,534
14,2013-04-05,563
14,2013-04-06,591
14,2013-04-07,637
14,2013-04-08,391
14,2013-04-09,468
14,2013-04-10,486
14,2013-04-11,515
14,2013-04-12,558
14,2013-04-13,562
14,2013-04-14,647
14,2013-04-15,402
14,2013-04-16,479
14,2013-04-17,465
14,2013-04-18,509
14,2013-04-19,543
14,2013-04-20,598
14,2013-04-21,620
14,2013-04-22,426
14,2013-04-23,497
14,2013-04-24,488
14,2013-04-25,525
14,2013-04-26,552
14,2013-04-27,552
14,2013-04-28,612
14,2013-04-29,383
14,2013-04-30,498
14,2013-05-01,481
14,2013-05-02,569
14,2013-05-03,591
14,2013-05-04,602
14,2013-05-05,692
14,2013-05-06,425
14,2013-05-07,526
14,2013-05-08,518
14,2013-05-09,555
14,2013-05-10,580
14,2013-05-11,616
14,2013-05-12,643
14,2013-05-13,442
14,2013-05-14,527
14,2013-05-15,503
14,2013-05-16,540
14,2013-05-17,600
14,2013-05-18,619
14,2013-05-19,698
14,2013-05-20,422
14,2013-05-21,514
14,2013-05-22,550
14,2013-05-23,502
14,2013-05-24,563
14,2013-05-25,578
14,2013-05-26,628
14,2013-05-27,403
14,2013-05-28,482
14,2013-05-29,495
14,2013-05-30,591
14,2013-05-31,613
14,2013-06-01,667
14,2013-06-02,717
14,2013-06-03,445
14,2013-06-04,525
14,2013-06-05,482
14,2013-06-06,572
14,2013-06-07,616
14,2013-06-08,670
14,2013-06-09,720
14,2013-06-10,476
14,2013-06-11,578
14,2013-06-12,562
14,2013-06-13,588
14,2013-06-14,626
14,2013-06-15,626
14,2013-06-16,661
14,2013-06-17,445
14,2013-06-18,556
14,2013-06-19,551
14,2013-06-20,544
14,2013-06-21,663
14,2013-06-22,627
14,2013-06-23,651
14,2013-06-24,466
14,2013-06-25,540
14,2013-06-26,570
14,2013-06-27,579
14,2013-06-28,617
14,2013-06-29,656
14,2013-06-30,706
14,2013-07-01,552
14,2013-07-02,601
14,2013-07-03,570
14,2013-07-04,628
14,2013-07-05,632
14,2013-07-06,692
14,2013-07-07,772
14,2013-07-08,521
14,2013-07-09,556
14,2013-07-10,597
14,2013-07-11,603
14,2013-07-12,685
14,2013-07-13,721
14,2013-07-14,804
14,2013-07-15,466
14,2013-07-16,568
14,2013-07-17,597
14,2013-07-18,622
14,2013-07-19,674
14,2013-07-20,754
14,2013-07-21,741
14,2013-07-22,526
14,2013-07-23,569
14,2013-07-24,569
14,2013-07-25,643
14,2013-07-26,672
14,2013-07-27,755
14,2013-07-28,752
14,2013-07-29,461
14,2013-07-30,582
14,2013-07-31,580
14,2013-08-01,523
14,2013-08-02,605
14,2013-08-03,635
14,2013-08-04,668
14,2013-08-05,414
14,2013-08-06,555
14,2013-08-07,515
14,2013-08-08,498
14,2013-08-09,576
14,2013-08-10,603
14,2013-08-11,671
14,2013-08-12,445
14,2013-08-13,493
14,2013-08-14,463
14,2013-08-15,560
14,2013-08-16,614
14,2013-08-17,660
14,2013-08-18,698
14,2013-08-19,433
14,2013-08-20,509
14,2013-08-21,486
14,2013-08-22,529
14,2013-08-23,586
14,2013-08-24,627
14,2013-08-25,666
14,2013-08-26,459
14,2013-08-27,547
14,2013-08-28,496
14,2013-08-29,580
14,2013-08-30,564
14,2013-08-31,623
14,2013-09-01,609
14,2013-09-02,412
14,2013-09-03,471
14,2013-09-04,461
14,2013-09-05,496
14,2013-09-06,558
14,2013-09-07,585
14,2013-09-08,613
14,2013-09-09,377
14,2013-09-10,523
14,2013-09-11,452
14,2013-09-12,500
14,2013-09-13,545
14,2013-09-14,589
14,2013-09-15,585
14,2013-09-16,424
14,2013-09-17,474
14,2013-09-18,479
14,2013-09-19,538
14,2013-09-20,553
14,2013-09-21,569
14,2013-09-22,590
