Sku,Date,ShippedQty
6,2013-01-01,288
6,2013-01-02,310
6,2013-01-03,309
6,2013-01-04,343
6,2013-01-05,343
6,2013-01-06,375
6,2013-01-07,246
6,2013-01-08,279
6,2013-01-09,293
6,2013-01-10,322
6,2013-01-11,361
6,2013-01-12,393
6,2013-01-13,386
6,2013-01-14,265
6,2013-01-15,307
6,2013-01-16,260
6,2013-01-17,325
6,2013-01-18,362
6,2013-01-19,363
6,2013-01-20,427
6,2013-01-21,242
6,2013-01-22,287
6,2013-01-23,296
6,2013-01-24,342
6,2013-01-25,370
6,2013-01-26,347
6,2013-01-27,406
6,2013-01-28,248
6,2013-01-29,295
6,2013-01-30,314
6,2013-01-31,310
6,2013-02-01,403
6,2013-02-02,441
6,2013-02-03,418
6,2013-02-04,304
6,2013-02-05,348
6,2013-02-06,324
6,2013-02-07,390
6,2013-02-08,385
6,2013-02-09,382
6,2013-02-10,444
6,2013-02-11,292
6,2013-02-12,338
6,2013-02-13,343
6,2013-02-14,363
6,2013-02-15,377
6,2013-02-16,406
6,2013-02-17,419
6,2013-02-18,320
6,2013-02-19,346
6,2013-02-20,358
6,2013-02-21,356
6,2013-02-22,367
6,2013-02-23,458
6,2013-02-24,462
6,2013-02-25,307
6,2013-02-26,333
6,2013-02-27,350
6,2013-02-28,367
6,2013-03-01,464
6,2013-03-02,513
6,2013-03-03,518
6,2013-03-04,367
6,2013-03-05,423
6,2013-03-06,388
6,2013-03-07,463
6,2013-03-08,471
6,2013-03-09,525
6,2013-03-10,491
6,2013-03-11,349
6,2013-03-12,359
6,2013-03-13,376
6,2013-03-14,434
6,2013-03-15,436
6,2013-03-16,522
6,2013-03-17,526
6,2013-03-18,354
6,2013-03-19,392
6,2013-03-20,405
6,2013-03-21,446
6,2013-03-22,483
6,2013-03-23,502
6,2013-03-24,537
6,2013-03-25,341
6,2013-03-26,437
6,2013-03-27,377
6,2013-03-28,442
6,2013-03-29,471
6,2013-03-30,498
6,2013-03-31,526
6,2013-04-01,417
6,2013-04-02,461
6,2013-04-03,466
6,2013-04-04,486
6,2013-04-05,542
6,2013-04-06,555
6,2013-04-07,605
6,2013-04-08,400
6,2013-04-09,516
6,2013-04-10,461
6,2013-04-11,554
6,2013-04-12,560
6,2013-04-13,636
6,2013-04-14,590
6,2013-04-15,409
6,2013-04-16,502
6,2013-04-17,441
6,2013-04-18,486
6,2013-04-19,531
6,2013-04-20,589
6,2013-04-21,618
6,2013-04-22,403
6,2013-04-23,487
6,2013-04-24,473
6,2013-04-25,509
6,2013-04-26,552
6,2013-04-27,562
6,2013-04-28,608
6,2013-04-29,379
6,2013-04-30,452
6,2013-05-01,534
6,2013-05-02,582
6,2013-05-03,577
6,2013-05-04,613
6,2013-05-05,659
6,2013-05-06,431
6,2013-05-07,530
6,2013-05-08,503
6,2013-05-09,527
6,2013-05-10,573
6,2013-05-11,607
6,2013-05-12,630
6,2013-05-13,438
6,2013-05-14,496
6,2013-05-15,491
6,2013-05-16,519
6,2013-05-17,557
6,2013-05-18,628
6,2013-05-19,603
6,2013-05-20,432
6,2013-05-21,478
6,2013-05-22,492
6,2013-05-23,533
6,2013-05-24,585
6,2013-05-25,615
6,2013-05-26,667
6,2013-05-27,457
6,2013-05-28,490
6,2013-05-29,536
6,2013-05-30,571
6,2013-05-31,577
6,2013-06-01,691
6,2013-06-02,742
6,2013-06-03,484
6,2013-06-04,553
6,2013-06-05,559
6,2013-06-06,647
6,2013-06-07,592
6,2013-06-08,696
6,2013-06-09,712
6,2013-06-10,474
6,2013-06-11,538
6,2013-06-12,548
6,2013-06-13,565
6,2013-06-14,652
6,2013-06-15,690
6,2013-06-16,719
6,2013-06-17,448
6,2013-06-18,566
6,2013-06-19,538
6,2013-06-20,579
6,2013-06-21,568
6,2013-06-22,664
6,2013-06-23,708
6,2013-06-24,483
6,2013-06-25,550
6,2013-06-26,522
6,2013-06-27,611
6,2013-06-28,640
6,2013-06-29,667
6,2013-06-30,681
6,2013-07-01,499
6,2013-07-02,567
6,2013-07-03,572
6,2013-07-04,616
6,2013-07-05,635
6,2013-07-06,689
6,2013-07-07,805
6,2013-07-08,502
6,2013-07-09,597
6,2013-07-10,633
6,2013-07-11,636
6,2013-07-12,644
6,2013-07-13,709
6,2013-07-14,715
6,2013-07-15,510
6,2013-07-16,584
6,2013-07-17,598
6,2013-07-18,616
6,2013-07-19,623
6,2013-07-20,700
6,2013-07-21,757
6,2013-07-22,477
6,2013-07-23,549
6,2013-07-24,571
6,2013-07-25,604
6,2013-07-26,641
6,2013-07-27,715
6,2013-07-28,755
6,2013-07-29,548
6,2013-07-30,572
6,2013-07-31,529
6,2013-08-01,575
6,2013-08-02,627
6,2013-08-03,605
6,2013-08-04,635
6,2013-08-05,409
6,2013-08-06,509
6,2013-08-07,471
6,2013-08-08,545
6,2013-08-09,558
6,2013-08-10,656
6,2013-08-11,637
6,2013-08-12,458
6,2013-08-13,522
6,2013-08-14,558
6,2013-08-15,577
6,2013-08-16,556
6,2013-08-17,609
6,2013-08-18,605
6,2013-08-19,459
6,2013-08-20,499
6,2013-08-21,533
6,2013-08-22,555
6,2013-08-23,581
6,2013-08-24,585
6,2013-08-25,614
6,2013-08-26,423
6,2013-08-27,499
6,2013-08-28,555
6,2013-08-29,505
6,2013-08-30,576
6,2013-08-31,696
6,2013-09-01,596
6,2013-09-02,405
6,2013-09-03,489
6,2013-09-04,475
6,2013-09-05,511
6,2013-09-06,584
6,2013-09-07,566
6,2013-09-08,636
6,2013-09-09,424
6,2013-09-10,491
6,2013-09-11,452
6,2013-09-12,513
6,2013-09-13,548
6,2013-09-14,534
6,2013-09-15,635
6,2013-09-16,406
6,2013-09-17,460
6,2013-09-18,438
6,2013-09-19,497
6,2013-09-20,558
6,2013-09-21,611
6,2013-09-22,536
6,2013-09-23,353
6,2013-09-24,474
6,2013-09-25,522
6,2013-09-26,480
6,2013-09-27,532
6,2013-09-28,603
6,2013-09-29,626
6,2013-09-30,419
6,2013-10-01,418
6,2013-10-02,439
6,2013-10-03,467
6,2013-10-04,502
6,2013-10-05,518
6,2013-10-06,563
6,2013-10-07,367
6,2013-10-08,514
6,2013-10-09,440
6,2013-10-10,482
6,2013-10-11,494
6,2013-10-12,559
6,2013-10-13,570
6,2013-10-14,385
6,2013-10-15,449
6,2013-10-16,417
6,2013-10-17,457
6,2013-10-18,488
6,2013-10-19,543
6,2013-10-20,602
6,2013-10-21,421
6,2013-10-22,439
6,2013-10-23,482
6,2013-10-24,455
6,2013-10-25,539
6,2013-10-26,541
6,2013-10-27,532
6,2013-10-28,366
6,2013-10-29,464
6,2013-10-30,453
6,2013-10-31,476
6,2013-11-01,527
6,2013-11-02,598
6,2013-11-03,634
6,2013-11-04,411
6,2013-11-05,469
6,2013-11-06,444
6,2013-11-07,479
6,2013-11-08,511
6,2013-11-09,640
6,2013-11-10,663
6,2013-11-11,407
6,2013-11-12,481
6,2013-11-13,461
6,2013-11-14,502
6,2013-11-15,537
6,2013-11-16,571
6,2013-11-17,626
6,2013-11-18,427
6,2013-11-19,487
6,2013-11-20,466
6,2013-11-21,551
6,2013-11-22,533
6,2013-11-23,581
6,2013-11-24,612
6,2013-11-25,402
6,2013-11-26,489
6,2013-11-27,473
6,2013-11-28,501
6,2013-11-29,579
6,2013-11-30,587
6,2013-12-01,430
6,2013-12-02,283
6,2013-12-03,321
6,2013-12-04,323
6,2013-12-05,382
6,2013-12-06,384
6,2013-12-07,417
6,2013-12-08,444
6,2013-12-09,299
6,2013-12-10,308
6,2013-12-11,350
6,2013-12-12,354
6,2013-12-13,365
6,2013-12-14,405
6,2013-12-15,423
6,2013-12-16,309
6,2013-12-17,331
6,2013-12-18,354
6,2013-12-19,362
6,2013-12-20,386
6,2013-12-21,390
6,2013-12-22,434
6,2013-12-23,306
6,2013-12-24,352
6,2013-12-25,365
6,2013-12-26,348
6,2013-12-27,403
6,2013-12-28,396
